Times / Type,001___402376_Palo_Alto___main.xlsx,002___402377_Palo_Alto___main.xlsx,003___402379_Palo_Alto___main.xlsx,004___425696_Palo_Alto___off.xlsx,005___425697_Palo_Alto___main.xlsx,006___425897_Palo_Alto___on.xlsx,007___402380_Palo_Alto___main.xlsx,008___404529_East_Palo_Alto___main.xlsx,009___422116_East_Palo_Alto___main.xlsx,010___403059_East_Palo_Alto___off.xlsx,011___403060_East_Palo_Alto___on.xlsx,012___400859_East_Palo_Alto___main.xlsx,013___403061_East_Palo_Alto___on.xlsx,014___404533_East_Palo_Alto___main.xlsx,015___408267_East_Palo_Alto___on.xlsx,016___400981_East_Palo_Alto___main.xlsx,017___402398_East_Palo_Alto___main.xlsx,018___404534_Menlo_Park___main.xlsx,019___401474_Menlo_Park___main.xlsx,020___400388_Menlo_Park___main.xlsx,021___401927_Menlo_Park___main.xlsx,022___401653_Menlo_Park___main.xlsx,023___401872_Redwood_City___main.xlsx,024___405673_Redwood_City___main.xlsx,025___401874_Redwood_City___main.xlsx,026___403205_Redwood_City___off.xlsx,027___403206_Redwood_City___off.xlsx,028___405679_Redwood_City___main.xlsx,029___401835_Redwood_City___main.xlsx,030___404531_Redwood_City___main.xlsx,031___404532_Redwood_City___main.xlsx,032___410094_Redwood_City___off.xlsx,033___410095_Redwood_City___on.xlsx,034___401834_Redwood_City___main.xlsx,035___401833_Redwood_City___main.xlsx,036___410093_Redwood_City___on.xlsx,037___401929_Redwood_City___main.xlsx,038___401652_Redwood_City___main.xlsx,039___401882_Redwood_City___main.xlsx,040___412787_Redwood_City___on.xlsx,041___401832_Redwood_City___main.xlsx,042___412788_Redwood_City___on.xlsx,043___401869_Redwood_City___main.xlsx,044___401859_Belmont___main.xlsx,045___410111_Belmont___off.xlsx,046___410110_Belmont___on.xlsx,047___401910_Belmont___main.xlsx,048___401443_Belmont___main.xlsx,049___414212_Belmont___on.xlsx,050___402383_San_Mateo___main.xlsx,051___409888_San_Mateo___off.xlsx,052___401914_San_Mateo___main.xlsx,053___409676_San_Mateo___on.xlsx,054___410511_San_Mateo___on.xlsx,055___400661_San_Mateo___main.xlsx,056___400291_San_Mateo___main.xlsx,057___400107_San_Mateo___main.xlsx,058___400645_San_Mateo___main.xlsx,059___405859_San_Mateo___main.xlsx,060___405852_San_Mateo___on.xlsx,061___402385_San_Mateo___main.xlsx,062___402387_San_Mateo___main.xlsx,063___405828_San_Mateo___on.xlsx,064___405827_San_Mateo___main.xlsx,065___402389_San_Mateo___main.xlsx,066___428962_San_Mateo___main.xlsx,067___405847_San_Mateo___off.xlsx,068___405848_San_Mateo___main.xlsx,069___405845_San_Mateo___off.xlsx,070___405849_San_Mateo___on.xlsx,071___403261_San_Mateo___main.xlsx,072___400753_San_Mateo___main.xlsx,073___400720_San_Mateo___main.xlsx,074___401199_San_Mateo___main.xlsx,075___400935_San_Mateo___main.xlsx,076___403287_San_Mateo___off.xlsx,077___403288_San_Mateo___on.xlsx,078___400527_San_Mateo___main.xlsx,079___400007_San_Mateo___main.xlsx,080___400817_San_Mateo___main.xlsx,081___403086_San_Mateo___off.xlsx,082___400420_San_Mateo___main.xlsx,083___403087_San_Mateo___on.xlsx,084___400797_Burlingame___main.xlsx,085___422114_Burlingame___off.xlsx,086___403295_Burlingame___on.xlsx,087___400381_Burlingame___main.xlsx,088___400441_Burlingame___main.xlsx,089___403258_Burlingame___main.xlsx,090___412782_Burlingame___on.xlsx,091___412785_Burlingame___on.xlsx,092___401336_Millbrae___main.xlsx,093___400119_Millbrae___main.xlsx,094___405863_Millbrae___on.xlsx,095___401411_Millbrae___main.xlsx,096___400975_Millbrae___main.xlsx,097___413207_Millbrae___off.xlsx,098___413208_Millbrae___off.xlsx,099___413209_Millbrae___off.xlsx,100___413195_Millbrae___main.xlsx,101___413212_Millbrae___on.xlsx,102___400125_Millbrae___main.xlsx,103___400331_Millbrae___main.xlsx,104___400593_Millbrae___main.xlsx,105___405837_Millbrae___off.xlsx,106___400010_Millbrae___main.xlsx,107___405836_Millbrae___off.xlsx,108___405835_Millbrae___off.xlsx,109___405834_Millbrae___off.xlsx,110___405862_Millbrae___off.xlsx,111___400473_Millbrae___main.xlsx,112___400039_Millbrae___main.xlsx
9/9/24 8:00,5117,5889,5979,689,5936,1121,5658,5983,5497,102,311,6066,607,6066,313,6066,6066,6061,5215,6466,5081,6066,6061,6061,5909,1085,323,5941,5327,6161,5902,921,3434,5425,6612,91,4541,7241,5190,169,5045,748,5241,6585,508,558,5737,5082,259,6403,224,5747,566,500,5761,6969,5713,4083,5398,1126,5585,6061,453,6063,6061,7089,111,6063,944,482,7235,7760,6971,6063,6864,616,729,6293,6895,8822,78,8169,97,4428,739,1038,6178,6560,6332,740,326,7155,5790,774,5504,6309,142,336,848,6716,649,7648,6795,7924,479,4695,539,438,2179,216,4799,3969
9/9/24 9:00,4760,5587,5657,606,5619,885,5386,5851,5244,90,250,5873,378,5873,225,5873,5873,5874,4716,5879,4581,5873,5874,5874,4812,857,355,4710,4369,5109,4959,646,862,4171,5667,71,4145,6659,4442,165,4215,658,4564,5460,470,533,4952,4301,260,5673,168,4752,515,395,5088,5793,5032,3579,4662,1165,4902,5874,177,5872,5874,6703,101,5703,784,382,6872,6953,6400,5872,6395,448,513,5752,6524,8105,83,7639,95,4148,645,734,5465,6111,5693,818,444,6107,5132,687,4559,5446,146,366,1314,5534,802,6912,5921,7280,541,4172,815,492,1653,214,4234,3545
9/9/24 10:00,4195,4873,5010,607,4930,822,4692,5181,4723,77,228,5696,374,5696,221,5696,5696,5697,4252,5049,4143,5696,5697,5697,4263,795,212,4368,3930,4750,4597,600,858,3928,5527,55,4137,6696,4358,189,4042,701,4562,5611,386,431,4900,4196,225,5719,162,4612,561,274,4958,5496,4904,3674,4705,987,5037,5697,116,5699,5697,7151,126,6057,506,320,7215,6773,6891,5699,6475,458,418,5039,6803,7379,67,7586,103,4051,625,629,4710,5797,4989,896,563,5151,4570,819,3857,4907,131,396,1250,4739,1221,6454,5349,6789,574,3739,730,473,1720,180,3894,3400
9/9/24 11:00,4008,4728,4809,590,4748,863,4524,5090,4533,85,268,5499,400,5499,233,5499,5499,5495,4215,4922,4085,5499,5495,5495,4116,769,148,4351,3826,4861,4852,586,965,4361,5634,59,4317,6892,4512,204,4226,792,4777,5802,385,498,5015,4422,274,5918,167,4808,542,305,5161,5881,5181,3925,5072,901,5368,5495,135,5495,5495,7156,145,6167,604,346,7452,7014,7070,5495,6434,500,403,5055,6910,7274,97,7401,89,4110,566,729,4598,5886,4988,896,603,5033,4501,782,3634,4678,152,407,1442,4518,1336,6366,5294,6877,593,3525,771,512,1819,181,3782,3294
9/9/24 12:00,3966,4532,4653,549,4551,970,4426,5316,4982,91,211,5481,416,5481,253,5481,5481,5477,4063,4819,3955,5481,5477,5477,4131,767,130,4280,3832,4847,4806,623,972,4353,5504,43,4646,6808,4504,237,4206,881,4737,5930,387,570,5150,4453,263,5960,193,4887,576,289,5164,5819,5139,3715,4873,743,5085,5477,153,5481,5477,6901,158,5854,606,390,7176,6716,6830,5481,6295,544,428,4950,6764,7110,72,7344,121,4061,615,754,4530,5638,4910,961,622,4951,4443,876,3684,4759,156,415,1246,4634,1245,6470,5361,6863,592,3513,744,485,1918,165,3768,3297
9/10/24 6:00,3391,4970,5010,694,4981,343,4725,4376,3403,49,193,6029,478,6029,127,6029,6029,6029,4331,5224,4223,6029,6029,6029,4356,764,211,4619,4036,4432,4481,408,1394,4302,5309,24,2205,5983,4221,129,4059,328,4078,5717,194,307,4875,4037,105,5089,96,4268,327,295,4373,5116,4679,3484,4552,1487,4770,6029,139,6030,6029,7473,93,6560,291,232,7958,7417,7435,6030,6917,241,376,5863,7437,7840,61,7563,47,3899,520,489,5428,5984,5345,393,114,5840,4822,437,4405,4961,162,179,802,5148,570,6173,5409,6503,389,3859,300,300,1239,178,4007,3292
9/10/24 7:00,4452,5977,6035,727,5996,736,5705,5553,4475,102,344,6465,803,6465,292,6465,6465,6463,5421,6594,5300,6465,6463,6463,6213,1018,262,6090,5575,6330,6403,867,2462,5713,6704,88,3532,7703,5480,195,5416,630,5597,6984,389,509,6140,5384,284,6504,190,5722,574,587,5794,6802,5642,4029,5484,1169,5503,6463,375,6464,6463,7715,129,6673,838,496,7811,7870,7243,6464,6992,536,739,6306,7164,8789,69,8056,72,4384,709,841,6203,6519,6419,691,317,7235,5798,812,5576,6327,164,208,878,6803,588,7671,6896,8021,428,4932,445,431,2050,180,5055,3969
9/10/24 8:00,4653,6225,6278,641,6226,1242,6023,6436,5982,133,343,6186,581,6186,340,6186,6186,6185,5283,6634,5103,6186,6185,6185,6110,1046,350,5971,5435,6284,6332,851,2674,5551,6551,118,3708,7580,5383,205,5191,792,5457,6420,534,599,5787,5251,371,6456,355,5927,591,581,5820,7022,5751,4105,5459,1045,5601,6185,505,6183,6185,7400,96,6339,908,510,7637,8157,7333,6183,7034,735,794,6443,7078,9124,98,8462,96,4543,810,1081,6436,6637,6556,715,344,7510,6073,758,5877,6684,137,220,696,7190,524,7966,7217,8288,449,5140,362,302,2083,237,5133,4063
9/10/24 9:00,4150,5660,5685,543,5707,969,5428,5552,4907,70,272,5976,469,5976,268,5976,5976,5974,5041,6263,4874,5976,5974,5974,1529,179,63,584,906,3489,5530,663,1955,5043,6202,75,3259,7109,4888,178,4772,692,5012,5965,465,488,5403,4780,276,5930,185,4981,521,483,5173,6131,5212,3796,4964,1252,5188,5974,173,5979,5974,7423,90,6478,634,413,7879,7743,7411,5979,6779,486,541,5898,6963,8446,99,7795,96,4250,725,788,5837,6279,5963,761,378,6652,5482,680,5135,5926,116,260,1048,6219,728,7404,6506,7940,499,4566,583,417,1893,215,4709,3809
9/10/24 10:00,3718,5386,5458,557,5405,738,5190,5436,4484,55,232,5702,396,5702,214,5702,5702,5703,4685,5604,4574,5702,5703,5703,480,0,0,0,168,2877,5105,585,1045,4662,5934,41,3162,7306,4848,177,4567,709,5137,5847,489,512,5239,4575,241,5944,349,4931,496,309,5278,5946,5207,3826,4929,1149,5226,5703,141,5705,5703,7513,118,6518,544,363,7670,7162,7047,5705,7002,495,443,5622,7358,7949,90,7976,81,4313,698,704,5200,6087,5468,789,438,5751,4971,748,4386,5416,112,319,966,5341,1042,6850,5834,7236,587,3885,565,384,1852,207,4113,3505
9/10/24 11:00,3407,5062,5140,581,5072,898,4822,5143,4431,103,202,5489,427,5489,227,5489,5489,5488,4036,4786,3915,5489,5488,5488,480,0,0,0,168,1814,3930,608,979,4589,6073,56,3289,6646,4599,223,4588,780,5136,6292,407,529,5357,4758,267,6106,196,4983,517,263,5281,5785,5128,3862,4988,996,5289,5488,121,5493,5488,7580,121,6616,586,404,7538,6762,6764,5493,6549,505,413,5258,7085,7502,86,7835,121,4215,650,790,4820,5875,5312,839,492,5524,4814,853,4084,5178,152,460,1167,5058,1097,6706,5596,7034,637,3743,714,453,1846,191,3951,3332
9/10/24 12:00,3098,4712,4804,567,4668,917,4515,5308,4859,82,210,5433,432,5433,237,5433,5433,5430,4277,4981,4149,5433,5430,5430,480,0,0,0,168,1827,4260,583,995,4583,6003,44,3539,7248,4774,222,4481,879,5092,6139,418,536,5388,4726,262,6255,189,5068,645,286,5455,6190,5446,3999,5206,836,5471,5430,151,5433,5430,7042,160,6098,639,374,7449,6862,6982,5433,6524,529,420,5166,7052,7414,71,7790,141,4287,640,741,4786,5943,5106,824,497,5236,4708,836,3938,5041,154,440,1014,4850,1010,6355,5212,6526,611,3485,678,459,2012,173,3678,3266
9/11/24 6:00,3026,4355,4451,738,4991,381,4271,4025,3311,46,204,6108,456,6108,156,6108,6108,6108,4309,5210,4189,6108,6108,6108,4260,777,223,4555,3940,4388,4502,426,2138,4263,5334,21,2265,5652,4093,123,4037,351,3997,5678,261,322,4927,2978,71,3981,505,3137,259,222,3514,5244,4784,3486,4539,1477,4774,6108,96,6110,6108,5569,56,4141,182,169,6442,7341,7441,6110,6767,278,396,5735,7358,7820,64,7636,40,3726,521,434,5285,5826,3685,267,86,4131,3529,343,3221,4389,140,128,770,5074,612,5192,3911,5565,384,3861,318,331,1248,125,2960,2889
9/11/24 7:00,3996,5472,5558,699,5811,722,5368,5401,4625,132,330,6597,781,6597,315,6597,6597,6600,5312,6504,5227,6597,6600,6600,6229,1061,251,6084,5559,6620,6704,913,2924,5494,6779,88,3583,7643,5470,193,5422,650,5576,6852,433,498,6167,3846,208,4995,540,4268,418,424,4563,6900,5817,4068,5574,1245,5556,6600,284,6602,6600,5758,88,4775,568,352,7129,7946,7307,6602,7057,528,732,6371,7180,8650,76,7920,77,4350,747,921,6224,6538,4771,510,184,5347,4309,543,3982,5781,136,204,843,6661,619,6262,5027,6475,421,4894,405,510,1971,123,3721,3587
9/11/24 8:00,4518,5986,6135,715,5988,1170,5787,6219,5657,141,337,6302,616,6302,312,6302,6302,6306,4765,5878,4633,6302,6306,6306,6238,1151,314,6194,5595,6060,6152,886,1837,5771,6848,103,3397,6945,5065,182,5303,704,5545,6578,566,572,6477,5166,360,6116,1201,5589,572,547,5212,6015,5012,3526,4520,913,4831,6306,469,6303,6306,6779,113,6410,866,476,6776,7059,6205,6303,6157,576,652,5738,6291,8140,97,7378,80,4147,721,989,5665,5883,6110,695,306,7039,5697,785,5554,6404,158,226,627,6939,518,7661,6773,7964,448,4943,366,317,2112,224,4896,3731
9/11/24 9:00,4005,5484,5548,441,4659,856,5223,5557,4979,103,263,6118,370,6118,271,6118,6118,6121,4715,5772,4592,6118,6121,6121,4485,808,300,4511,4090,5405,5472,609,771,4215,5242,73,3478,7200,4649,184,3857,612,4201,5085,463,423,5236,4574,311,6059,507,5220,508,476,5463,6052,5231,3547,4677,1149,4857,6121,175,6115,6121,6773,112,6165,836,400,6895,7339,6721,6115,6438,448,571,5841,6510,8339,107,7728,89,4245,714,794,5684,6165,5698,644,336,6381,5295,606,5001,5753,124,288,901,6014,705,7208,6306,7614,484,4392,584,434,1813,192,4498,3680
9/11/24 10:00,3342,4901,4974,405,3602,657,4561,5028,4528,86,235,5901,385,5901,236,5901,5901,5904,4437,5240,4313,5901,5904,5904,3409,667,150,3644,3172,4757,4241,475,717,3576,4642,48,3345,7528,4630,150,3329,554,3752,4634,360,354,4850,4628,254,6091,951,5024,515,387,5277,5891,5192,3823,4983,975,5229,5904,125,5905,5904,7293,113,5543,584,350,7712,7507,7349,5905,6701,495,455,5376,7049,7882,82,7911,123,4253,710,713,5103,5929,5229,788,448,5611,4884,817,4326,5382,139,320,971,5283,1047,6928,5846,7368,580,4001,602,387,1809,177,4130,3564
9/11/24 11:00,3517,5002,5110,549,4936,920,4792,5458,5032,97,219,5667,419,5667,268,5667,5667,5668,4271,5084,4155,5667,5668,5668,4317,873,174,4615,3994,4838,4234,558,1019,4681,5867,46,3413,7391,4826,222,4505,814,4949,6044,449,531,6190,4744,300,6261,433,5241,581,391,5494,6216,5431,3994,5334,905,5459,5668,122,5665,5668,7336,141,5671,590,409,7868,7566,7462,5665,6801,572,423,5462,7326,7818,86,8102,107,4259,714,695,4922,5941,5134,825,431,5325,4694,830,3994,5030,143,468,1071,4930,1023,6362,5260,6421,643,3546,654,463,1762,213,3711,3272
9/11/24 12:00,3229,4749,4822,606,4784,1134,4660,5641,5297,95,259,5606,478,5606,288,5606,5606,5603,4360,5121,4237,5606,5603,5603,4428,835,156,4652,4072,4914,4224,647,1054,4707,5887,38,3678,7268,4838,255,4609,817,5132,6082,455,561,6228,4768,321,6141,295,5114,623,434,5328,6183,5351,3871,5095,893,5292,5603,174,5599,5603,6984,171,5501,724,413,7545,7145,7102,5599,6499,567,419,5283,7030,7391,81,7660,122,4249,641,771,4849,5858,5038,853,492,5307,4623,922,3987,5126,140,458,971,5012,1067,6480,5328,6565,583,3558,737,519,2038,187,3789,3313
9/12/24 6:00,240,0,0,0,0,0,264,804,1032,0,0,6140,0,6140,0,6140,6140,6140,432,204,132,6140,6140,6140,480,0,0,0,168,612,648,0,0,0,696,0,2299,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,6140,0,6141,6140,1044,0,0,0,0,528,0,660,6141,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/12/24 7:00,240,0,0,0,0,0,264,804,1032,0,0,6591,0,6591,0,6591,6591,6596,432,204,132,6591,6596,6596,480,0,0,0,168,612,648,0,0,0,696,0,3655,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,6596,0,6598,6596,1044,0,0,0,0,528,0,660,6598,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/12/24 8:00,240,0,0,0,0,0,264,804,1032,0,0,6295,0,6295,0,6295,6295,6295,432,204,132,6295,6295,6295,480,0,0,0,168,612,648,0,0,0,696,0,3927,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,6295,0,6295,6295,1044,0,0,0,0,528,0,660,6295,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/12/24 9:00,240,0,0,0,0,0,264,804,1032,0,0,6165,0,6165,0,6165,6165,6166,432,204,132,6165,6166,6166,480,0,0,0,168,612,648,0,0,0,696,0,3489,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,6166,0,6168,6166,1044,0,0,0,0,528,0,660,6168,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/12/24 10:00,240,0,0,0,0,0,264,804,1032,0,0,5937,0,5937,0,5937,5937,5933,432,204,132,5937,5933,5933,480,0,0,0,168,612,648,0,0,0,696,0,3461,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,5933,0,5935,5933,1044,0,0,0,0,528,0,660,5935,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/12/24 11:00,240,0,0,0,0,0,264,804,1032,0,0,5702,0,5702,0,5702,5702,5708,432,204,132,5702,5708,5708,480,0,0,0,168,612,648,0,0,0,696,0,3547,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,5708,0,5713,5708,1044,0,0,0,0,528,0,660,5713,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/12/24 12:00,240,0,0,0,0,0,264,804,1032,0,0,5664,0,5664,0,5664,5664,5660,432,204,132,5664,5660,5660,480,0,0,0,168,612,648,0,0,0,696,0,3830,444,36,0,0,0,468,804,0,0,0,0,0,804,0,0,0,0,300,0,732,756,120,0,1032,5660,0,5662,5660,1044,0,0,0,0,528,0,660,5662,732,0,0,0,540,252,0,744,0,624,0,0,0,792,336,0,0,0,276,0,0,240,0,0,0,0,0,1080,120,1188,0,0,0,0,0,0,0,252
9/13/24 6:00,3800,4594,4697,0,4642,0,4935,5618,6394,0,0,5804,0,5804,0,5804,5804,5801,5801,5461,5804,5804,5801,5801,5801,0,0,4148,5333,5797,5495,0,0,3897,5804,0,2193,3142,3767,0,3690,0,3145,3145,0,0,4334,3655,0,3145,0,4032,0,0,3264,4724,1982,5804,4815,0,5804,5801,0,5804,5801,7675,0,5279,0,0,5801,6732,5801,5804,5801,0,0,5228,5801,6862,0,5801,0,4398,0,0,4807,5801,5801,0,0,5145,5804,0,3838,5801,0,0,0,4468,0,3146,4852,5806,0,3380,0,0,0,0,3522,1980
9/13/24 7:00,4706,5527,5635,0,5552,0,5884,6523,6642,0,0,6492,0,6492,0,6492,6492,6490,6490,6519,6492,6492,6490,6490,6490,0,0,5516,6223,6856,6786,0,0,5172,6493,0,3436,4534,5136,0,4896,0,4536,4536,0,0,5492,4870,0,4536,0,5364,0,0,4620,6446,2705,6492,5885,0,6493,6490,0,6493,6490,7972,0,6321,0,0,6490,8004,6490,6493,6490,0,0,6213,6490,8414,0,6490,0,5056,0,0,5860,6490,6490,0,0,6534,6492,0,4927,6490,0,0,0,5938,0,4537,6071,6488,0,4149,0,0,0,0,4248,2702
9/13/24 8:00,4612,5498,5560,0,5590,0,5830,6526,6558,0,0,6238,0,6238,0,6238,6238,6237,6237,6263,6238,6238,6237,6237,6237,0,0,5237,6012,6579,6162,0,0,4785,6241,0,3667,4889,4935,0,4563,0,4887,4887,0,0,5264,4654,0,4887,0,5269,0,0,4893,6249,2833,6238,5774,0,6241,6237,0,6241,6237,7867,0,6382,0,0,6237,8068,6237,6241,6237,0,0,6131,6237,8398,0,6237,0,4978,0,0,5850,6237,6237,0,0,6714,6238,0,5094,6237,0,0,0,6256,0,4890,6370,6246,0,4323,0,0,0,0,4443,2839
9/13/24 9:00,4146,5077,5150,0,5134,0,5416,6267,6851,0,0,6073,0,6073,0,6073,6073,6071,6071,5929,6073,6073,6071,6071,6071,0,0,4773,5695,6223,5620,0,0,4660,6072,0,3505,4856,4855,0,4432,0,4858,4858,0,0,5154,4533,0,4858,0,5004,0,0,4851,5977,2793,6073,5602,0,6072,6071,0,6072,6071,8225,0,5756,0,0,6071,7483,6071,6072,6071,0,0,5548,6071,7685,0,6071,0,4818,0,0,5303,6071,6071,0,0,5984,6073,0,4475,6071,0,0,0,5532,0,4852,5805,6076,0,3939,0,0,0,0,4072,2798
9/13/24 10:00,4000,5018,5118,0,5034,0,5289,6096,7431,0,0,5938,0,5938,0,5938,5938,5935,5935,5737,5938,5938,5935,5935,5935,0,0,4702,5546,6065,5157,0,0,4726,5936,0,3540,5007,4956,0,4481,0,5004,5004,0,0,5211,4657,0,5004,0,5101,0,0,5001,6125,2825,5938,5696,0,5936,5935,0,5936,5935,8919,0,5655,0,0,5935,7461,5935,5936,5935,0,0,5561,5935,7537,0,5935,0,4946,0,0,5105,5935,5935,0,0,5640,5938,0,4282,5935,0,0,0,5253,0,4996,5636,5941,0,3854,0,0,0,0,4023,2824
9/13/24 11:00,4024,5144,5232,0,5170,0,5379,6097,7325,0,0,5873,0,5873,0,5873,5873,5872,5872,5764,5873,5873,5872,5872,5872,0,0,4858,5501,6011,5025,0,0,4972,5871,0,3884,5404,5281,0,4762,0,5399,5399,0,0,5565,5011,0,5399,0,5576,0,0,5452,6649,2925,5873,5920,0,5871,5872,0,5871,5872,8787,0,5760,0,0,5872,7471,5872,5871,5872,0,0,5574,5872,7724,0,5872,0,4911,0,0,5133,5872,5872,0,0,5617,5873,0,4161,5872,0,0,0,5187,0,5395,5530,5873,0,3613,0,0,0,0,3829,2926
9/13/24 12:00,4065,5180,5279,0,5230,0,5429,6250,7687,0,0,5897,0,5897,0,5897,5897,5898,5898,5811,5897,5897,5898,5898,5898,0,0,5013,5570,6061,5072,0,0,5076,5898,0,4052,5863,5478,0,4912,0,5863,5863,0,0,5741,5130,0,5863,0,5683,0,0,5834,6758,3028,5897,5939,0,5898,5898,0,5898,5898,9225,0,5664,0,0,5898,7340,5898,5898,5898,0,0,5504,5898,7396,0,5898,0,4966,0,0,5040,5898,5898,0,0,5565,5897,0,4182,5898,0,0,0,5213,0,5866,5744,5899,0,3740,0,0,0,0,3981,3029
9/16/24 6:00,3886,4655,4730,0,4396,0,5013,5651,6368,0,0,5920,0,5920,0,5920,5920,5919,5919,5438,5920,5920,5919,5919,5919,0,0,4144,5415,5843,5569,0,0,3983,5920,0,2759,2979,3588,0,3682,0,2977,2977,0,0,4382,3486,0,2977,0,3783,0,0,3043,4553,1865,5920,4688,0,5920,5919,0,5920,5919,7642,0,5572,0,0,5919,6636,5919,5920,5919,0,0,5186,5919,6884,0,5919,0,4482,0,0,4741,5919,5919,0,0,4995,5920,0,3711,5919,0,0,0,4555,0,2980,4677,5920,0,3501,0,0,0,0,3391,1863
9/16/24 7:00,4681,5529,5601,0,5160,0,5857,6360,6524,0,0,6368,0,6368,0,6368,6368,6370,6370,6421,6368,6368,6370,6370,6370,0,0,5586,6161,6752,6311,0,0,5192,6370,0,4318,4413,5052,0,4876,0,4411,4411,0,0,5430,4841,0,4411,0,5087,0,0,4454,6265,2603,6368,5787,0,6370,6370,0,6370,6370,7826,0,6338,0,0,6370,7754,6370,6370,6370,0,0,6139,6370,8373,0,6370,0,4958,0,0,5972,6370,6370,0,0,6750,6368,0,5042,6370,0,0,0,6139,0,4411,6286,6373,0,4419,0,0,0,0,4520,2603
9/16/24 8:00,4786,5757,5827,0,5318,0,5941,6413,6198,0,0,6066,0,6066,0,6066,6066,6061,6061,6200,6066,6066,6061,6061,6061,0,0,5760,5948,6354,6046,0,0,5245,6063,0,4541,4670,5009,0,4828,0,4664,4664,0,0,5402,4820,0,4664,0,5326,0,0,4711,6333,2678,6066,5498,0,6063,6061,0,6063,6061,7440,0,5797,0,0,6061,7554,6061,6063,6061,0,0,5972,6061,8255,0,6061,0,4799,0,0,5830,6061,6061,0,0,6798,6066,0,5288,6061,0,0,0,6457,0,4665,6604,6066,0,4572,0,0,0,0,4671,2674
9/16/24 9:00,4430,5429,5516,0,5275,0,5670,6178,6700,0,0,5873,0,5873,0,5873,5873,5874,5874,5853,5873,5873,5874,5874,5874,0,0,4830,5553,5974,5699,0,0,4486,5872,0,4145,4474,4474,0,4202,0,4477,4477,0,0,4862,4297,0,4477,0,4673,0,0,4480,5567,2577,5873,5015,0,5872,5874,0,5872,5874,8040,0,5329,0,0,5874,6821,5874,5872,5874,0,0,5486,5874,7582,0,5874,0,4655,0,0,5239,5874,5874,0,0,5982,5873,0,4538,5874,0,0,0,5513,0,4478,5864,5873,0,4130,0,0,0,0,4219,2577
9/16/24 10:00,3941,4936,5011,0,4980,0,5211,5879,7290,0,0,5696,0,5696,0,5696,5696,5697,5697,5523,5696,5696,5697,5697,5697,0,0,4427,5291,5737,5501,0,0,4345,5699,0,4137,4501,4590,0,4146,0,4500,4500,0,0,4785,4243,0,4500,0,4527,0,0,4530,5619,2602,5696,5242,0,5699,5697,0,5699,5697,8751,0,5764,0,0,5697,6886,5697,5699,5697,0,0,5200,5697,7280,0,5697,0,4631,0,0,4853,5697,5697,0,0,5300,5696,0,3957,5697,0,0,0,4888,0,4507,5509,5702,0,3825,0,0,0,0,3955,2599
9/16/24 11:00,3680,4690,4781,0,4960,0,4919,5697,7060,0,0,5499,0,5499,0,5499,5499,5495,5495,5304,5499,5499,5495,5495,5495,0,0,4394,5126,5567,5387,0,0,4449,5495,0,4317,4708,4674,0,4265,0,4704,4704,0,0,4951,4403,0,4704,0,4708,0,0,4748,5922,2645,5499,5416,0,5495,5495,0,5495,5495,8468,0,5751,0,0,5495,6924,5495,5495,5495,0,0,5116,5495,7088,0,5495,0,4545,0,0,4678,5495,5495,0,0,5066,5499,0,3725,5495,0,0,0,4641,0,4700,5250,5495,0,3497,0,0,0,0,3669,2644
9/16/24 12:00,3602,4603,4703,0,4893,0,4834,5727,6856,0,0,5481,0,5481,0,5481,5481,5477,5477,5338,5481,5481,5477,5477,5477,0,0,4337,5126,5584,5361,0,0,4348,5481,0,4646,5032,4772,0,4221,0,5033,5033,0,0,5030,4412,0,5033,0,4653,0,0,4994,5813,2721,5481,5255,0,5481,5477,0,5481,5477,8229,0,5611,0,0,5477,6743,5477,5481,5477,0,0,4953,5477,6874,0,5477,0,4584,0,0,4550,5477,5477,0,0,4974,5481,0,3741,5477,0,0,0,4718,0,5032,5375,5486,0,3493,0,0,0,0,3659,2721
